Date,AverTemp(°C),Precipitation(mm),AverHumidity(%),WindSpeed(m/s),SunDuration(giờ),AtmosPressure(hPa),WeatherCondition
2020-01-20,22.63,0.08,79.75,2.91,0.11875,101.18,Bình thường
2020-01-21,23.03,0.03,75.2,2.4,0.1391666666666666,101.2,Bình thường
2020-01-22,23.39,0.0,73.87,2.29,0.1391666666666666,101.01,Bình thường
2020-01-23,23.36,0.0,84.35,3.17,0.17375,100.83,Bình thường
2020-01-24,23.48,0.0,84.51,3.43,0.1583333333333333,100.84,Bình thường
2020-01-25,23.51,0.0,87.27,3.56,0.1583333333333333,100.57,Bình thường
2020-01-26,22.43,1.7,86.77,4.67,0.0786666666666666,100.65,Bình thường
2020-01-27,22.11,1.83,86.3,2.94,0.0723333333333333,100.65,Bình thường
2020-01-28,22.13,2.07,87.15,3.97,0.0515,100.81,Bình thường
2020-01-29,21.29,2.07,85.61,4.59,0.0395,101.1,Bình thường
2020-01-30,20.63,1.09,81.58,4.48,0.0504999999999999,101.18,Bình thường
2020-01-31,21.06,0.08,78.09,3.12,0.0915833333333333,101.21,Bình thường
2020-02-01,21.73,0.01,75.64,2.82,0.1224166666666666,101.15,Bình thường
2020-02-02,22.48,0.01,75.64,2.16,0.1391666666666666,101.15,Bình thường
2020-02-03,22.91,0.01,77.73,2.26,0.16725,101.06,Bình thường
2020-02-04,22.92,0.01,77.17,2.43,0.1636666666666666,101.01,Bình thường
2020-02-05,22.91,0.01,73.85,2.54,0.1622499999999999,101.01,Bình thường
2020-02-06,22.86,0.0,74.26,2.53,0.1622499999999999,100.98,Bình thường
2020-02-07,22.51,0.01,78.66,2.53,0.1726666666666666,101.1,Bình thường
2020-02-08,23.19,0.01,78.66,3.62,0.11875,101.26,Bình thường
2020-02-09,22.93,0.01,80.26,4.48,0.1043333333333333,101.38,Bình thường
2020-02-10,22.8,0.33,82.0,4.48,0.0708333333333333,101.22,Bình thường
2020-02-11,22.8,0.1,82.0,2.47,0.1066666666666666,101.09,Bình thường
2020-02-12,24.03,0.04,88.53,2.49,0.15775,100.91,Bình thường
2020-02-13,24.92,0.0,88.54,4.12,0.1831666666666666,100.62,Bình thường
2020-02-14,25.27,0.03,88.54,4.74,0.1674166666666666,100.36,Bình thường
2020-02-15,25.3,0.01,87.51,4.31,0.1756666666666666,100.46,Bình thường
2020-02-16,25.3,0.01,87.78,4.11,0.1486666666666666,100.94,Bình thường
2020-02-17,21.38,6.33,84.73,4.85,0.06025,101.47,Mưa lớn
2020-02-18,21.38,5.78,83.49,4.46,0.0675833333333333,101.47,Mưa lớn
2020-02-19,22.43,1.8,81.47,3.4,0.116,101.36,Bình thường
2020-02-20,22.43,1.8,79.34,3.64,0.11525,101.36,Bình thường
2020-02-21,22.73,0.51,81.64,3.93,0.0945,101.55,Bình thường
2020-02-22,22.61,0.54,83.43,4.21,0.0945,101.57,Bình thường
2020-02-23,22.41,0.21,78.83,3.49,0.1700833333333333,101.42,Bình thường
2020-02-24,22.25,0.04,79.22,2.16,0.1781666666666666,101.14,Bình thường
2020-02-25,22.92,0.06,83.28,2.16,0.1820833333333333,100.97,Bình thường
2020-02-26,23.5,0.06,87.57,2.16,0.16825,100.99,Bình thường
2020-02-27,23.57,0.01,83.96,2.32,0.1595833333333333,100.95,Bình thường
2020-02-28,23.67,0.03,85.01,2.31,0.1586666666666666,100.81,Bình thường
2020-02-29,24.02,0.03,88.58,2.11,0.1701666666666667,100.66,Bình thường
2020-03-01,24.29,0.0,88.26,2.23,0.18,100.67,Bình thường
2020-03-02,24.38,0.19,87.27,2.68,0.181,100.72,Bình thường
2020-03-03,24.28,2.33,85.79,3.12,0.1571666666666666,100.73,Bình thường
2020-03-04,24.42,4.34,85.79,2.93,0.1530833333333333,100.7,Bình thường
2020-03-05,24.17,12.4,87.6,2.69,0.0888333333333333,100.82,Mưa lớn
2020-03-06,24.17,2.67,86.44,1.84,0.1221666666666666,100.8,Bình thường
2020-03-07,25.23,0.07,86.59,2.45,0.1221666666666666,100.58,Bình thường
2020-03-08,25.99,0.0,87.36,2.92,0.1221666666666666,100.25,Bình thường
2020-03-09,26.38,0.0,87.08,2.5,0.1865833333333333,100.25,Bình thường
2020-03-10,26.02,0.17,90.37,2.59,0.1666666666666666,100.25,Độ ẩm cao
2020-03-11,24.93,0.29,90.37,2.36,0.1344166666666666,100.7,Bình thường
2020-03-12,25.13,0.29,88.22,3.26,0.18425,100.69,Bình thường
2020-03-13,25.94,0.29,88.22,3.7,0.1860833333333333,100.65,Bình thường
2020-03-14,25.38,0.31,87.72,3.7,0.1381666666666666,100.75,Bình thường
2020-03-15,25.34,0.75,84.56,1.88,0.1560833333333333,100.84,Bình thường
2020-03-16,25.11,0.75,88.59,2.98,0.1450833333333333,100.84,Bình thường
2020-03-17,25.11,0.75,84.67,2.98,0.1466666666666666,100.85,Bình thường
2020-03-18,25.04,0.06,86.31,2.97,0.1466666666666666,100.64,Bình thường
2020-03-19,25.39,0.03,87.55,3.55,0.1848333333333333,100.55,Bình thường
2020-03-20,25.2,0.02,87.4,3.77,0.1848333333333333,100.64,Bình thường
2020-03-21,24.89,0.01,87.06,3.87,0.2036666666666667,100.67,Bình thường
2020-03-22,24.92,0.03,87.45,3.9,0.2036666666666667,100.67,Bình thường
2020-03-23,24.81,0.01,85.87,3.3,0.1930833333333333,100.6,Bình thường
2020-03-24,25.36,0.05,83.92,3.23,0.1974166666666666,100.55,Bình thường
2020-03-25,25.69,0.03,86.13,3.7,0.1846666666666666,100.43,Bình thường
2020-03-26,26.02,0.02,85.02,3.73,0.1801666666666666,100.48,Bình thường
2020-03-27,26.24,0.09,86.77,3.51,0.1893333333333333,100.46,Bình thường
2020-03-28,26.36,0.64,87.5,3.9,0.1695833333333333,100.36,Bình thường
2020-03-29,26.09,0.03,86.43,4.26,0.1695833333333333,100.34,Bình thường
2020-03-30,26.25,0.56,85.73,3.96,0.1800833333333333,100.28,Bình thường
2020-03-31,26.42,0.24,87.4,3.96,0.1763333333333333,100.33,Bình thường
2020-04-01,26.25,0.05,86.33,3.96,0.1479166666666666,100.49,Bình thường
2020-04-02,26.05,0.08,84.95,3.62,0.2041666666666666,100.49,Bình thường
2020-04-03,26.07,0.03,86.91,3.43,0.2049166666666666,100.63,Bình thường
2020-04-04,26.13,0.1,85.81,2.85,0.2049166666666666,100.72,Bình thường
2020-04-05,25.91,0.06,85.59,2.08,0.1933333333333333,100.77,Bình thường
2020-04-06,25.91,0.11,84.45,1.4,0.1323333333333333,100.64,Bình thường
2020-04-07,25.18,0.16,84.45,3.27,0.06125,100.59,Bình thường
2020-04-08,25.18,0.17,88.16,3.34,0.1394166666666666,100.65,Bình thường
2020-04-09,25.18,0.14,89.34,3.01,0.1280833333333333,100.76,Bình thường
2020-04-10,25.58,0.35,89.43,1.91,0.1218333333333333,100.78,Bình thường
2020-04-11,25.58,0.69,87.1,1.86,0.1710833333333333,100.68,Bình thường
2020-04-12,26.34,2.24,88.42,1.86,0.1488333333333333,100.69,Mưa lớn
2020-04-13,24.56,2.24,82.75,4.22,0.0395,100.86,Mưa lớn
2020-04-14,24.56,10.7,82.43,2.92,0.094,100.88,Mưa lớn
2020-04-15,25.17,2.34,80.7,2.29,0.1118333333333333,100.78,Bình thường
2020-04-16,25.63,0.66,84.9,2.88,0.1684999999999999,100.58,Bình thường
2020-04-17,25.84,1.91,86.16,2.15,0.1545,100.58,Bình thường
2020-04-18,26.12,0.62,87.11,2.45,0.13325,100.59,Bình thường
2020-04-19,26.67,0.11,86.26,3.23,0.1986666666666666,100.44,Bình thường
2020-04-20,27.04,0.11,86.26,3.23,0.1933333333333333,100.43,Bình thường
2020-04-21,26.87,0.32,86.26,3.62,0.1949999999999999,100.36,Bình thường
2020-04-22,26.84,9.11,88.35,3.51,0.1880833333333333,100.36,Mưa lớn
2020-04-23,27.17,4.26,85.58,2.13,0.1565,100.61,Bình thường
2020-04-24,26.22,2.24,87.63,2.13,0.0963333333333333,100.7,Mưa lớn
2020-04-25,26.22,17.96,86.81,3.17,0.07075,100.75,Mưa lớn
2020-04-26,25.76,9.82,84.37,3.62,0.1034166666666666,100.86,Mưa lớn
2020-04-27,25.34,4.45,83.78,3.37,0.1534166666666666,100.93,Bình thường
2020-04-28,25.06,1.83,83.17,2.72,0.1476666666666666,100.85,Bình thường
2020-04-29,25.58,1.26,83.58,1.79,0.2008333333333333,100.75,Bình thường
2020-04-30,26.17,0.56,86.03,1.4,0.17625,100.68,Bình thường
2020-05-01,26.57,0.22,84.96,1.88,0.17625,100.48,Bình thường
2020-05-02,26.57,0.0,83.86,2.79,0.2164166666666666,100.3,Bình thường
2020-05-03,27.02,0.0,85.1,3.1,0.2164166666666666,100.25,Bình thường
2020-05-04,27.37,0.0,85.41,3.3,0.22525,100.28,Bình thường
2020-05-05,27.39,0.0,85.33,3.34,0.22525,100.28,Bình thường
2020-05-06,27.95,0.0,85.33,3.7,0.22525,100.09,Bình thường
2020-05-07,28.03,0.02,84.46,3.48,0.2055,100.02,Bình thường
2020-05-08,28.11,0.13,86.72,3.08,0.2094166666666666,100.02,Bình thường
2020-05-09,28.33,0.19,87.62,2.45,0.2023333333333333,100.11,Bình thường
2020-05-10,28.33,0.03,87.62,2.43,0.2160833333333333,100.2,Bình thường
2020-05-11,27.55,0.01,82.38,2.43,0.2085,100.27,Bình thường
2020-05-12,27.49,0.49,84.93,2.26,0.2014166666666667,100.34,Bình thường
2020-05-13,28.01,1.55,85.42,2.25,0.216,100.34,Bình thường
2020-05-14,27.96,0.3,81.41,2.23,0.19625,100.31,Bình thường
2020-05-15,28.19,0.11,82.41,2.79,0.2074166666666666,100.04,Bình thường
2020-05-16,28.35,0.57,83.1,2.97,0.2058333333333333,99.98,Bình thường
2020-05-17,28.7,0.52,82.95,3.2,0.187,99.84,Bình thường
2020-05-18,28.7,9.16,87.75,1.88,0.16725,99.81,Mưa lớn
2020-05-19,29.46,0.61,80.59,2.02,0.1844166666666666,99.85,Bình thường
2020-05-20,29.46,1.11,83.85,2.02,0.184,99.95,Bình thường
2020-05-21,29.14,2.0,82.99,1.52,0.1665,99.88,Bình thường
2020-05-22,29.65,1.13,81.02,2.11,0.1514166666666666,99.88,Bình thường
2020-05-23,28.59,19.19,88.01,1.81,0.1515,100.02,Mưa lớn
2020-05-24,28.41,0.91,85.01,1.87,0.16,100.21,Bình thường
2020-05-25,29.23,2.87,85.01,1.76,0.194,100.24,Bình thường
2020-05-26,29.65,3.88,80.03,1.25,0.2029166666666667,100.22,Bình thường
2020-05-27,29.65,2.24,85.31,2.03,0.165,100.26,Mưa lớn
2020-05-28,28.16,9.04,84.27,1.71,0.1435833333333333,100.29,Mưa lớn
2020-05-29,28.98,5.59,82.88,2.54,0.1760833333333333,100.27,Mưa lớn
2020-05-30,29.47,6.45,80.65,2.16,0.1831666666666666,100.39,Mưa lớn
2020-05-31,29.15,0.81,81.93,2.38,0.1831666666666666,100.38,Bình thường
2020-06-01,29.15,0.85,83.79,2.55,0.206,100.32,Bình thường
2020-06-02,29.03,1.21,83.03,2.55,0.206,100.23,Bình thường
2020-06-03,29.03,0.61,82.21,2.95,0.20025,100.12,Bình thường
2020-06-04,28.88,0.87,83.11,2.33,0.1906666666666666,100.08,Bình thường
2020-06-05,29.13,0.25,82.31,2.23,0.1902499999999999,100.04,Bình thường
2020-06-06,29.19,0.11,81.42,1.64,0.1914166666666666,100.02,Bình thường
2020-06-07,29.5,0.11,79.23,1.9,0.2001666666666666,99.95,Bình thường
2020-06-08,29.1,0.11,80.13,2.27,0.2027499999999999,99.96,Bình thường
2020-06-09,29.32,1.23,83.38,3.43,0.19675,99.96,Bình thường
2020-06-10,28.8,0.73,83.38,3.44,0.1921666666666666,100.08,Bình thường
2020-06-11,28.61,0.23,83.69,3.09,0.2055833333333333,99.98,Bình thường
2020-06-12,29.16,0.52,81.62,3.09,0.1983333333333333,99.77,Bình thường
2020-06-13,29.26,2.5,83.95,1.89,0.17125,99.69,Bình thường
2020-06-14,28.51,4.17,87.6,3.08,0.14275,99.94,Bình thường
2020-06-15,28.51,8.29,86.14,4.01,0.1151666666666666,100.21,Mưa lớn
2020-06-16,28.51,7.32,84.77,3.4,0.1001666666666666,100.24,Mưa lớn
2020-06-17,28.65,4.33,80.36,2.24,0.1274166666666666,100.15,Bình thường
2020-06-18,28.56,1.7,80.36,2.7,0.1965833333333333,100.08,Bình thường
2020-06-19,28.89,0.85,84.46,3.33,0.1995,100.08,Bình thường
2020-06-20,28.49,1.02,86.86,3.53,0.1995,100.07,Bình thường
2020-06-21,28.77,1.4,85.62,2.05,0.21325,99.9,Bình thường
2020-06-22,28.79,0.74,83.56,2.05,0.21725,99.89,Bình thường
2020-06-23,28.98,0.98,84.06,2.24,0.2128333333333333,99.99,Bình thường
2020-06-24,29.03,2.93,82.96,2.24,0.2128333333333333,99.96,Bình thường
2020-06-25,29.11,2.65,84.35,2.37,0.1955833333333333,99.9,Bình thường
2020-06-26,28.52,0.89,84.81,3.12,0.1955833333333333,99.9,Bình thường
2020-06-27,28.52,0.24,83.23,3.12,0.1955833333333333,100.01,Bình thường
2020-06-28,28.65,0.27,83.23,3.19,0.183,100.01,Bình thường
2020-06-29,28.57,1.39,81.67,1.98,0.1379166666666666,99.87,Bình thường
2020-06-30,27.96,17.1,83.77,2.3,0.1219166666666666,99.83,Mưa lớn
2020-07-01,28.3,18.86,83.79,2.08,0.1283333333333333,99.79,Mưa lớn
2020-07-02,28.48,3.31,78.29,2.21,0.1283333333333333,99.79,Bình thường
2020-07-03,29.11,3.08,78.29,1.62,0.1717499999999999,99.91,Bình thường
2020-07-04,28.7,4.54,80.94,1.94,0.1765833333333333,100.07,Bình thường
2020-07-05,28.76,2.16,83.94,2.12,0.1765833333333333,99.97,Bình thường
2020-07-06,28.76,2.38,84.3,4.21,0.1765833333333333,99.95,Bình thường
2020-07-07,28.74,2.38,83.21,3.62,0.2111666666666666,99.95,Bình thường
2020-07-08,28.66,0.43,83.21,2.43,0.20925,100.07,Bình thường
2020-07-09,28.66,0.66,81.47,2.32,0.2078333333333333,99.87,Bình thường
2020-07-10,29.1,1.44,82.91,2.39,0.2,99.86,Bình thường
2020-07-11,28.49,1.44,84.88,2.35,0.2026666666666666,99.97,Bình thường
2020-07-12,28.51,1.12,84.95,2.35,0.211,99.96,Bình thường
2020-07-13,28.53,1.12,85.34,2.1,0.2009166666666666,100.0,Bình thường
2020-07-14,28.36,1.12,85.21,2.37,0.2038333333333333,100.06,Bình thường
2020-07-15,28.63,0.54,82.53,2.75,0.1953333333333333,99.98,Bình thường
2020-07-16,28.82,0.71,81.62,2.75,0.20875,99.97,Bình thường
2020-07-17,28.84,0.67,82.36,3.23,0.2065,100.07,Bình thường
2020-07-18,28.59,0.34,82.36,3.22,0.2,100.11,Bình thường
2020-07-19,28.66,0.35,82.38,2.99,0.20625,100.02,Bình thường
2020-07-20,28.63,0.11,81.71,2.99,0.1900833333333333,100.09,Bình thường
2020-07-21,28.63,0.17,81.71,3.24,0.1880833333333333,100.21,Bình thường
2020-07-22,28.29,0.13,80.32,2.97,0.1974999999999999,100.17,Bình thường
2020-07-23,28.37,0.3,82.85,2.52,0.2070833333333333,100.17,Bình thường
2020-07-24,28.44,0.3,79.06,2.72,0.1966666666666666,100.17,Bình thường
2020-07-25,28.39,0.17,80.72,2.93,0.2156666666666666,100.13,Bình thường
2020-07-26,29.07,0.69,81.31,2.34,0.2156666666666666,100.02,Bình thường
2020-07-27,29.37,3.17,81.96,2.19,0.2045,99.93,Bình thường
2020-07-28,29.37,5.9,81.6,2.31,0.2045,99.99,Mưa lớn
2020-07-29,29.19,1.68,81.33,1.74,0.2100833333333333,99.99,Bình thường
2020-07-30,29.19,2.99,81.13,1.74,0.1625,99.86,Bình thường
2020-07-31,27.53,9.09,86.19,1.74,0.0329166666666666,99.49,Mưa lớn
2020-08-01,27.17,2.24,88.96,1.74,0.1035833333333333,99.19,Mưa lớn
2020-08-02,28.85,5.61,83.39,3.61,0.1445,99.35,Mưa lớn
2020-08-03,29.14,1.98,83.39,2.43,0.1241666666666666,99.57,Bình thường
2020-08-04,29.2,2.93,79.64,2.05,0.1145,99.68,Bình thường
2020-08-05,28.27,2.84,79.64,1.95,0.15725,99.95,Bình thường
2020-08-06,28.57,2.16,84.65,2.66,0.1923333333333333,100.05,Bình thường
2020-08-07,28.32,1.5,81.53,2.66,0.1901666666666666,99.97,Bình thường
2020-08-08,28.36,1.95,80.76,2.31,0.1940833333333333,99.88,Bình thường
2020-08-09,29.12,8.09,78.0,2.31,0.1938333333333333,99.82,Mưa lớn
2020-08-10,29.49,11.84,79.8,2.09,0.1974999999999999,99.83,Mưa lớn
2020-08-11,28.7,11.84,83.76,2.46,0.151,99.94,Mưa lớn
2020-08-12,29.17,14.36,83.76,2.39,0.1541666666666666,100.03,Mưa lớn
2020-08-13,28.2,14.36,85.04,3.56,0.1541666666666666,100.03,Mưa lớn
2020-08-14,28.3,4.36,80.29,2.7,0.0955,100.16,Bình thường
2020-08-15,28.3,1.4,78.05,1.99,0.1801666666666666,100.1,Bình thường
2020-08-16,28.52,5.07,82.23,1.47,0.1801666666666666,100.06,Mưa lớn
2020-08-17,28.71,7.42,82.23,1.45,0.18475,100.01,Mưa lớn
2020-08-18,28.25,10.85,82.04,1.68,0.1910833333333333,99.96,Mưa lớn
2020-08-19,28.25,9.17,79.54,2.19,0.1728333333333333,99.9,Mưa lớn
2020-08-20,27.97,7.02,80.18,1.95,0.0680833333333333,100.07,Mưa lớn
2020-08-21,27.94,7.56,79.18,1.67,0.16325,100.18,Mưa lớn
2020-08-22,28.39,17.1,80.26,1.83,0.17475,100.15,Mưa lớn
2020-08-23,28.31,11.75,84.28,2.34,0.1794166666666666,100.17,Mưa lớn
2020-08-24,28.98,2.75,79.88,2.18,0.1876666666666666,100.12,Bình thường
2020-08-25,28.98,0.48,75.24,1.86,0.2139166666666666,99.99,Bình thường
2020-08-26,30.32,2.32,76.15,1.66,0.2015833333333333,99.82,Bình thường
2020-08-27,29.08,9.33,81.02,1.5,0.0860833333333333,99.74,Mưa lớn
2020-08-28,29.82,4.42,74.94,1.46,0.1610833333333333,99.7,Bình thường
2020-08-29,29.26,10.51,78.37,1.88,0.1894999999999999,99.78,Mưa lớn
2020-08-30,29.17,5.93,78.5,1.44,0.20025,99.87,Mưa lớn
2020-08-31,29.16,4.75,77.15,1.44,0.1989166666666666,99.87,Bình thường
2020-09-01,28.97,5.09,77.15,1.91,0.1788333333333333,100.04,Mưa lớn
2020-09-02,29.27,2.99,77.15,1.4,0.1955833333333333,100.04,Bình thường
2020-09-03,29.33,0.77,76.81,1.71,0.1955833333333333,100.18,Bình thường
2020-09-04,29.11,0.3,81.97,2.6,0.1848333333333333,100.11,Bình thường
2020-09-05,29.31,0.98,80.37,1.79,0.1925833333333333,100.01,Bình thường
2020-09-06,29.59,0.43,76.79,2.02,0.1958333333333333,100.01,Bình thường
2020-09-07,30.0,0.36,76.14,1.58,0.18375,100.0,Bình thường
2020-09-08,29.63,1.33,78.47,2.06,0.1916666666666666,100.0,Bình thường
2020-09-09,29.22,1.38,81.44,2.06,0.1888333333333333,100.22,Bình thường
2020-09-10,28.81,0.75,79.99,3.13,0.1979166666666666,100.01,Bình thường
2020-09-11,28.81,0.55,79.48,3.5,0.2036666666666667,100.09,Bình thường
2020-09-12,29.27,0.93,81.4,3.15,0.1988333333333333,100.27,Bình thường
2020-09-13,28.85,1.03,81.34,3.0,0.1988333333333333,100.33,Bình thường
2020-09-14,28.78,1.17,79.47,2.18,0.2025,100.22,Bình thường
2020-09-15,29.07,1.17,77.45,1.73,0.1984166666666666,100.22,Bình thường
2020-09-16,29.1,1.17,78.14,1.33,0.1743333333333333,100.01,Bình thường
2020-09-17,27.6,2.24,86.18,4.22,0.0525833333333333,99.67,Mưa lớn
2020-09-18,27.93,2.24,85.23,2.6,0.0883333333333333,99.08,"Mưa lớn, Gió mạnh"
2020-09-19,28.26,2.24,85.23,4.1,0.1221666666666666,99.97,Mưa lớn
2020-09-20,28.26,13.4,80.47,2.03,0.1054166666666666,100.31,Mưa lớn
2020-09-21,28.26,13.4,77.89,1.32,0.1713333333333333,100.3,Mưa lớn
2020-09-22,28.99,13.4,79.77,2.29,0.1964166666666666,100.25,Bình thường
2020-09-23,28.73,0.29,79.58,2.98,0.2043333333333333,100.25,Bình thường
2020-09-24,28.97,0.45,80.17,2.29,0.192,100.29,Bình thường
2020-09-25,28.82,1.15,79.17,2.02,0.1956666666666666,100.2,Bình thường
2020-09-26,28.84,0.73,76.07,1.6,0.18275,100.16,Bình thường
2020-09-27,28.04,2.89,83.5,1.99,0.1276666666666666,100.16,Bình thường
2020-09-28,27.96,3.68,87.67,2.62,0.1659166666666666,100.15,Bình thường
2020-09-29,27.84,8.71,88.57,2.62,0.1628333333333333,100.05,Mưa lớn
2020-09-30,28.09,4.67,84.33,2.62,0.1844166666666666,99.97,Bình thường
2020-10-01,28.45,3.37,84.96,2.62,0.1525,99.99,Bình thường
2020-10-02,28.49,4.88,85.96,2.4,0.1525,100.09,Bình thường
2020-10-03,28.12,9.34,84.86,1.92,0.1238333333333333,100.09,Mưa lớn
2020-10-04,27.72,16.13,84.84,1.92,0.14175,100.24,Mưa lớn
2020-10-05,28.2,12.07,83.38,2.76,0.1381666666666666,100.21,Mưa lớn
2020-10-06,28.56,2.24,86.5,4.03,0.0505833333333333,100.16,Mưa lớn
2020-10-07,28.2,2.24,86.5,5.78,0.01575,99.98,Mưa lớn
2020-10-08,28.13,2.24,89.27,4.57,0.015,100.13,Mưa lớn
2020-10-09,27.63,2.24,90.23,4.16,0.0256666666666666,100.15,"Mưa lớn, Độ ẩm cao"
2020-10-10,27.8,2.24,88.66,5.69,0.0215833333333333,100.11,Mưa lớn
2020-10-11,27.8,2.24,89.77,5.43,0.0436666666666666,99.7,Mưa lớn
2020-10-12,27.59,2.24,89.61,3.01,0.121,99.74,Mưa lớn
2020-10-13,27.21,2.24,89.61,3.01,0.0459166666666666,99.77,Mưa lớn
2020-10-14,27.15,2.24,86.81,2.32,0.0800833333333333,99.93,Mưa lớn
2020-10-15,26.92,2.24,89.43,2.32,0.11125,100.04,Mưa lớn
2020-10-16,27.75,2.24,89.34,3.5,0.0219166666666666,99.91,Mưa lớn
2020-10-17,27.63,2.24,90.21,3.5,0.0424999999999999,99.78,"Mưa lớn, Độ ẩm cao"
2020-10-18,27.0,2.24,87.39,3.06,0.083,100.12,Mưa lớn
2020-10-19,27.07,2.24,88.6,2.86,0.09275,100.24,Mưa lớn
2020-10-20,27.42,2.24,89.95,2.86,0.02675,100.24,Mưa lớn
2020-10-21,26.19,9.45,84.3,5.6,0.0750833333333333,100.47,Mưa lớn
2020-10-22,26.19,1.2,80.58,5.44,0.0826666666666666,100.38,Bình thường
2020-10-23,25.0,0.35,79.04,4.73,0.0794999999999999,100.44,Bình thường
2020-10-24,25.12,0.11,77.83,4.75,0.1195833333333333,100.44,Bình thường
2020-10-25,25.22,6.11,82.53,3.77,0.081,100.3,Mưa lớn
2020-10-26,26.01,6.11,85.37,2.5,0.1168333333333333,100.36,Bình thường
2020-10-27,25.77,2.24,85.37,2.5,0.0871666666666666,100.09,"Mưa lớn, Gió mạnh"
2020-10-28,26.46,2.24,85.37,2.6,0.0260833333333333,98.94,"Mưa lớn, Gió mạnh"
2020-10-29,26.32,12.19,88.4,2.6,0.1548333333333333,100.25,Mưa lớn
2020-10-30,25.94,2.24,90.59,2.73,0.1548333333333333,100.64,"Mưa lớn, Độ ẩm cao"
2020-10-31,26.29,2.24,88.89,4.46,0.0701666666666666,100.64,Mưa lớn
2020-11-01,25.88,2.24,85.81,4.31,0.1162499999999999,100.67,Mưa lớn
2020-11-02,25.25,9.21,81.6,4.31,0.1333333333333333,100.67,Mưa lớn
2020-11-03,25.28,2.24,84.28,4.82,0.08475,100.76,Mưa lớn
2020-11-04,25.19,2.24,85.31,5.1,0.0619166666666666,100.69,Mưa lớn
2020-11-05,24.92,2.24,91.1,2.6,0.0143333333333333,100.55,"Mưa lớn, Độ ẩm cao, Gió mạnh"
2020-11-06,26.0,2.24,91.1,5.64,0.0564166666666666,100.55,"Mưa lớn, Độ ẩm cao"
2020-11-07,25.37,7.63,91.1,3.99,0.0786666666666666,100.88,Mưa lớn
2020-11-08,25.24,7.63,83.01,4.63,0.0751666666666666,100.82,Mưa lớn
2020-11-09,24.77,2.24,88.17,2.6,0.0378333333333333,100.6,"Mưa lớn, Gió mạnh"
2020-11-10,24.85,2.24,92.28,2.6,0.03225,100.6,"Mưa lớn, Độ ẩm cao, Gió mạnh"
2020-11-11,25.77,2.24,91.35,2.6,0.04825,100.7,"Mưa lớn, Độ ẩm cao"
2020-11-12,25.11,18.5,85.82,5.32,0.0586666666666666,100.85,Mưa lớn
2020-11-13,24.24,2.83,78.24,5.47,0.0846666666666666,100.67,Bình thường
2020-11-14,23.67,2.24,88.71,2.6,0.03925,100.01,"Mưa lớn, Gió mạnh"
2020-11-15,25.24,13.54,92.13,4.91,0.0811666666666666,100.46,"Mưa lớn, Độ ẩm cao"
2020-11-16,25.28,4.43,92.76,3.11,0.0839166666666666,100.71,Độ ẩm cao
2020-11-17,25.03,1.71,89.27,2.26,0.10775,100.6,Bình thường
2020-11-18,25.11,0.8,91.39,1.89,0.1085,100.47,Độ ẩm cao
2020-11-19,25.22,0.8,90.48,1.63,0.1275833333333333,100.47,Độ ẩm cao
2020-11-20,25.2,0.1,88.67,1.71,0.1201666666666666,100.47,Bình thường
2020-11-21,25.31,0.16,86.89,1.51,0.1384166666666666,100.47,Bình thường
2020-11-22,25.69,1.54,83.59,2.41,0.1441666666666666,100.75,Bình thường
2020-11-23,25.69,3.93,85.21,3.34,0.1441666666666666,100.82,Bình thường
2020-11-24,25.51,3.05,87.17,3.81,0.1441666666666666,100.83,Bình thường
2020-11-25,25.45,4.02,86.41,3.82,0.1441666666666666,100.81,Bình thường
2020-11-26,25.38,5.64,86.25,4.09,0.10925,100.88,Mưa lớn
2020-11-27,25.3,15.17,86.25,5.08,0.1134999999999999,100.95,Mưa lớn
2020-11-28,24.89,2.24,89.14,2.6,0.03175,100.92,"Mưa lớn, Gió mạnh"
2020-11-29,24.17,2.24,89.53,2.6,0.0209166666666666,100.92,"Mưa lớn, Gió mạnh"
2020-11-30,24.12,2.24,89.82,2.6,0.0293333333333333,100.95,"Mưa lớn, Gió mạnh"
2020-12-01,24.78,2.24,87.52,5.74,0.05175,100.97,Mưa lớn
2020-12-02,24.09,5.51,81.1,4.89,0.05175,101.01,Mưa lớn
2020-12-03,24.09,1.46,78.9,5.42,0.0748333333333333,101.02,Bình thường
2020-12-04,21.93,5.56,82.52,5.36,0.0678333333333333,101.04,Mưa lớn
2020-12-05,21.81,8.94,85.38,5.36,0.034,101.09,Mưa lớn
2020-12-06,22.4,9.01,86.35,5.0,0.0495,101.04,Mưa lớn
2020-12-07,23.53,8.45,87.84,5.12,0.0548333333333333,101.02,Mưa lớn
2020-12-08,22.87,2.75,83.76,5.14,0.04675,101.02,Bình thường
2020-12-09,22.41,1.53,84.78,4.67,0.0448333333333333,101.02,Bình thường
2020-12-10,22.95,5.19,90.54,4.35,0.04325,100.71,"Mưa lớn, Độ ẩm cao"
2020-12-11,24.19,5.19,92.48,3.3,0.0510833333333333,100.64,Độ ẩm cao
2020-12-12,24.59,3.38,92.48,2.65,0.0510833333333333,100.55,Độ ẩm cao
2020-12-13,24.69,3.67,92.36,2.12,0.077,100.45,Độ ẩm cao
2020-12-14,24.9,8.32,92.36,2.42,0.0666666666666666,100.62,"Mưa lớn, Độ ẩm cao"
2020-12-15,24.59,8.32,88.51,2.42,0.07,100.9,Mưa lớn
